user_id,course_id,activity_type,time_spent_min,rating,completion_status,topic,difficulty_level
262,Lang404,article,14,5,incomplete,Languages,Beginner
73,Sci303,exercise,58,4,completed,Languages,Intermediate
359,Prog202,exercise,39,3,incomplete,Programming,Beginner
223,Math101,quiz,16,2,incomplete,Programming,Advanced
416,Prog202,video,18,3,incomplete,Math,Intermediate
41,Lang404,quiz,31,2,completed,Programming,Advanced
370,Lang404,article,11,2,incomplete,Math,Intermediate
204,Math101,exercise,38,5,completed,Programming,Advanced
264,Lang404,article,20,4,completed,Languages,Beginner
328,Sci303,video,53,4,completed,Programming,Advanced
178,Lang404,quiz,46,1,completed,Science,Beginner
348,Lang404,video,53,3,completed,Languages,Intermediate
318,Lang404,article,45,5,completed,Science,Intermediate
84,Prog202,quiz,4,3,incomplete,Languages,Intermediate
318,Prog202,video,20,1,completed,Programming,Beginner
111,Math101,article,31,1,completed,Programming,Intermediate
251,Math101,video,20,5,completed,Programming,Beginner
383,Math101,exercise,11,1,incomplete,Math,Beginner
7,Lang404,quiz,50,5,completed,Programming,Advanced
459,Prog202,quiz,1,1,completed,Science,Intermediate
84,Sci303,quiz,44,4,incomplete,Math,Advanced
208,Lang404,exercise,18,5,completed,Programming,Beginner
388,Lang404,quiz,39,4,completed,Math,Advanced
390,Lang404,exercise,44,4,completed,Math,Intermediate
314,Sci303,quiz,33,5,completed,Languages,Beginner
22,Math101,video,54,3,completed,Math,Advanced
410,Sci303,video,36,2,completed,Math,Intermediate
383,Math101,video,18,1,incomplete,Languages,Intermediate
3,Sci303,video,47,1,completed,Programming,Advanced
127,Prog202,exercise,31,3,completed,Science,Beginner
297,Lang404,article,35,2,incomplete,Math,Intermediate
188,Lang404,article,39,3,completed,Science,Beginner
362,Lang404,video,38,2,completed,Math,Intermediate
14,Math101,article,15,5,completed,Science,Beginner
459,Sci303,article,47,5,completed,Languages,Beginner
466,Prog202,quiz,6,4,completed,Math,Intermediate
12,Sci303,exercise,8,4,incomplete,Math,Advanced
87,Lang404,video,40,5,completed,Programming,Advanced
12,Prog202,article,22,4,completed,Programming,Advanced
397,Prog202,article,1,5,incomplete,Math,Beginner
25,Lang404,video,58,3,incomplete,Languages,Advanced
301,Sci303,quiz,13,1,completed,Science,Advanced
243,Lang404,video,55,5,incomplete,Programming,Intermediate
122,Sci303,quiz,24,5,completed,Programming,Beginner
147,Prog202,article,21,5,completed,Programming,Advanced
55,Prog202,exercise,45,4,completed,Programming,Intermediate
238,Lang404,quiz,43,4,completed,Languages,Beginner
356,Prog202,quiz,4,4,completed,Math,Intermediate
173,Math101,video,7,4,completed,Science,Advanced
392,Prog202,article,12,3,completed,Programming,Beginner
221,Math101,exercise,59,5,completed,Languages,Beginner
119,Prog202,video,13,3,completed,Languages,Advanced
309,Lang404,video,54,4,incomplete,Programming,Intermediate
183,Lang404,exercise,44,3,incomplete,Science,Beginner
288,Math101,article,16,5,completed,Programming,Beginner
307,Lang404,exercise,6,5,incomplete,Languages,Beginner
300,Prog202,video,14,4,completed,Science,Advanced
82,Prog202,video,51,5,completed,Languages,Intermediate
454,Lang404,quiz,48,3,completed,Math,Advanced
402,Prog202,exercise,59,2,completed,Languages,Beginner
211,Sci303,exercise,58,5,incomplete,Programming,Intermediate
150,Sci303,exercise,31,3,incomplete,Science,Intermediate
37,Prog202,video,36,3,completed,Programming,Advanced
352,Lang404,article,37,3,completed,Math,Advanced
312,Math101,video,41,5,completed,Science,Beginner
361,Lang404,quiz,56,2,completed,Science,Advanced
59,Math101,video,35,4,incomplete,Science,Advanced
131,Lang404,video,54,4,completed,Languages,Advanced
412,Prog202,video,10,5,completed,Programming,Advanced
202,Sci303,quiz,17,5,incomplete,Science,Advanced
243,Lang404,exercise,51,1,completed,Science,Beginner
35,Math101,article,42,2,incomplete,Science,Intermediate
445,Sci303,article,30,3,completed,Math,Advanced
93,Math101,quiz,44,3,completed,Science,Intermediate
438,Prog202,exercise,55,4,completed,Languages,Intermediate
447,Sci303,exercise,7,5,completed,Languages,Advanced
207,Math101,quiz,18,2,incomplete,Science,Advanced
353,Lang404,video,19,4,completed,Languages,Intermediate
391,Prog202,exercise,15,2,incomplete,Languages,Beginner
332,Prog202,article,39,5,completed,Science,Intermediate
305,Prog202,quiz,44,3,incomplete,Languages,Beginner
350,Lang404,article,22,1,incomplete,Math,Intermediate
213,Lang404,video,39,2,completed,Science,Advanced
159,Sci303,quiz,42,3,completed,Programming,Beginner
442,Lang404,article,57,2,incomplete,Languages,Intermediate
445,Sci303,article,56,2,completed,Science,Beginner
24,Prog202,video,54,2,incomplete,Programming,Advanced
404,Sci303,quiz,30,5,completed,Math,Beginner
293,Math101,exercise,20,4,incomplete,Math,Advanced
4,Prog202,exercise,32,2,completed,Science,Advanced
220,Prog202,article,42,5,incomplete,Science,Beginner
364,Sci303,video,25,1,completed,Math,Advanced
382,Prog202,article,23,4,incomplete,Math,Advanced
20,Lang404,video,5,5,completed,Math,Advanced
444,Math101,exercise,50,1,completed,Programming,Beginner
152,Sci303,article,41,4,incomplete,Programming,Advanced
50,Sci303,article,30,5,incomplete,Science,Intermediate
177,Prog202,video,48,1,incomplete,Programming,Advanced
435,Lang404,quiz,39,5,completed,Languages,Intermediate
96,Prog202,video,57,1,completed,Math,Beginner
105,Prog202,quiz,27,2,completed,Science,Intermediate
420,Sci303,exercise,57,2,completed,Programming,Advanced
250,Prog202,article,42,4,completed,Science,Advanced
117,Math101,article,37,1,completed,Programming,Advanced
354,Prog202,video,7,2,incomplete,Science,Advanced
228,Prog202,video,5,4,completed,Math,Advanced
66,Sci303,exercise,15,3,incomplete,Math,Advanced
335,Prog202,exercise,51,2,completed,Math,Beginner
418,Lang404,quiz,42,2,incomplete,Programming,Advanced
420,Sci303,exercise,8,5,completed,Science,Intermediate
262,Prog202,exercise,56,3,incomplete,Science,Intermediate
295,Math101,exercise,9,1,completed,Science,Intermediate
426,Math101,exercise,11,4,incomplete,Languages,Beginner
243,Sci303,quiz,22,3,completed,Programming,Intermediate
371,Sci303,exercise,34,1,completed,Math,Intermediate
186,Prog202,quiz,35,2,completed,Math,Intermediate
246,Lang404,video,13,4,completed,Science,Beginner
125,Prog202,article,11,4,incomplete,Science,Intermediate
268,Math101,video,32,3,completed,Languages,Intermediate
131,Lang404,exercise,42,5,incomplete,Programming,Beginner
237,Lang404,article,59,1,completed,Science,Advanced
18,Lang404,exercise,15,3,incomplete,Science,Intermediate
40,Prog202,exercise,38,5,incomplete,Programming,Advanced
21,Math101,video,1,5,completed,Science,Intermediate
399,Sci303,exercise,46,5,completed,Math,Beginner
225,Prog202,video,50,4,completed,Programming,Advanced
355,Sci303,exercise,24,1,completed,Math,Beginner
282,Lang404,quiz,43,1,completed,Languages,Advanced
8,Lang404,article,40,3,completed,Science,Beginner
100,Prog202,video,22,2,completed,Science,Advanced
240,Math101,video,3,3,completed,Programming,Advanced
478,Lang404,article,14,1,completed,Languages,Advanced
87,Sci303,video,2,4,completed,Programming,Intermediate
298,Sci303,article,32,3,completed,Languages,Advanced
428,Prog202,quiz,48,2,completed,Programming,Advanced
14,Sci303,exercise,38,3,completed,Programming,Intermediate
334,Math101,quiz,33,5,completed,Science,Intermediate
2,Lang404,exercise,46,2,incomplete,Science,Beginner
375,Sci303,article,42,5,completed,Languages,Beginner
293,Sci303,quiz,6,4,incomplete,Math,Intermediate
325,Lang404,exercise,41,1,completed,Math,Intermediate
422,Prog202,article,39,3,completed,Programming,Intermediate
493,Sci303,exercise,25,3,completed,Science,Intermediate
41,Prog202,video,34,5,completed,Programming,Intermediate
318,Prog202,video,11,5,incomplete,Languages,Beginner
316,Sci303,article,46,1,completed,Programming,Intermediate
381,Math101,exercise,37,3,incomplete,Programming,Intermediate
111,Prog202,video,41,1,completed,Programming,Beginner
14,Sci303,quiz,7,5,completed,Languages,Advanced
231,Prog202,exercise,57,5,completed,Languages,Beginner
473,Lang404,exercise,46,2,completed,Programming,Beginner
84,Math101,video,59,5,completed,Science,Intermediate
130,Math101,video,48,5,completed,Languages,Advanced
231,Lang404,article,22,1,incomplete,Math,Beginner
326,Lang404,exercise,48,2,incomplete,Programming,Advanced
145,Prog202,quiz,39,2,completed,Science,Beginner
379,Lang404,video,10,3,completed,Languages,Intermediate
345,Math101,exercise,21,4,completed,Programming,Beginner
28,Lang404,video,6,3,completed,Science,Beginner
66,Sci303,article,49,3,incomplete,Math,Beginner
163,Sci303,exercise,1,3,completed,Languages,Advanced
229,Prog202,exercise,34,2,incomplete,Languages,Advanced
261,Math101,article,59,1,incomplete,Math,Intermediate
449,Sci303,quiz,14,5,completed,Languages,Advanced
424,Lang404,video,36,2,completed,Science,Advanced
460,Sci303,article,27,5,completed,Languages,Advanced
440,Sci303,exercise,9,5,completed,Programming,Intermediate
164,Prog202,article,55,4,completed,Math,Intermediate
301,Lang404,exercise,6,3,incomplete,Programming,Intermediate
407,Lang404,article,31,4,completed,Languages,Intermediate
303,Lang404,quiz,17,3,incomplete,Programming,Beginner
287,Prog202,exercise,53,2,incomplete,Science,Intermediate
395,Lang404,article,43,5,incomplete,Programming,Intermediate
10,Lang404,quiz,36,4,completed,Science,Beginner
195,Sci303,quiz,21,2,incomplete,Science,Beginner
118,Sci303,video,27,2,completed,Science,Advanced
270,Lang404,exercise,41,3,completed,Math,Advanced
80,Math101,video,28,5,incomplete,Programming,Intermediate
458,Math101,quiz,16,3,incomplete,Science,Advanced
93,Lang404,video,35,3,completed,Science,Beginner
266,Math101,video,36,2,incomplete,Programming,Advanced
332,Prog202,article,56,3,completed,Languages,Advanced
350,Sci303,video,35,1,completed,Math,Intermediate
361,Prog202,quiz,45,5,completed,Science,Beginner
257,Sci303,video,19,3,completed,Languages,Beginner
133,Math101,exercise,57,3,completed,Languages,Advanced
276,Math101,article,21,4,completed,Languages,Advanced
264,Lang404,quiz,58,5,completed,Science,Advanced
171,Math101,video,33,5,completed,Science,Intermediate
460,Math101,exercise,23,3,completed,Science,Advanced
1,Lang404,quiz,55,1,completed,Programming,Advanced
313,Lang404,video,6,4,completed,Science,Intermediate
64,Sci303,article,32,1,completed,Math,Beginner
374,Math101,video,22,3,completed,Programming,Intermediate
468,Sci303,quiz,3,5,completed,Math,Advanced
284,Sci303,quiz,35,5,completed,Languages,Advanced
121,Prog202,quiz,16,1,completed,Programming,Beginner
107,Math101,exercise,42,2,incomplete,Programming,Intermediate
421,Math101,video,59,3,completed,Programming,Advanced
175,Prog202,video,25,5,completed,Math,Beginner
485,Sci303,video,17,2,completed,Math,Advanced
204,Math101,article,39,5,completed,Languages,Beginner
165,Sci303,exercise,13,5,completed,Science,Advanced
305,Prog202,exercise,28,2,incomplete,Math,Advanced
497,Lang404,article,11,1,completed,Languages,Beginner
120,Sci303,exercise,10,3,completed,Science,Beginner
44,Math101,article,39,2,completed,Programming,Advanced
312,Lang404,quiz,24,2,completed,Science,Beginner
156,Sci303,quiz,38,5,incomplete,Math,Advanced
367,Sci303,exercise,24,2,completed,Languages,Advanced
207,Lang404,quiz,33,3,completed,Programming,Intermediate
390,Lang404,quiz,17,1,completed,Programming,Advanced
108,Lang404,quiz,57,1,completed,Science,Advanced
251,Math101,video,44,1,completed,Science,Beginner
445,Math101,quiz,36,3,completed,Math,Intermediate
404,Sci303,video,35,5,completed,Programming,Beginner
370,Sci303,article,6,3,completed,Science,Beginner
334,Prog202,article,58,2,completed,Programming,Advanced
130,Math101,article,16,4,incomplete,Languages,Advanced
457,Sci303,article,45,4,completed,Languages,Advanced
293,Lang404,article,28,4,completed,Math,Beginner
20,Lang404,quiz,41,1,incomplete,Programming,Beginner
282,Math101,quiz,32,3,completed,Science,Advanced
285,Lang404,quiz,26,3,completed,Languages,Beginner
1,Prog202,article,11,1,completed,Languages,Intermediate
119,Sci303,article,52,2,completed,Math,Intermediate
35,Sci303,video,25,4,completed,Languages,Intermediate
198,Sci303,exercise,31,4,completed,Math,Beginner
485,Math101,quiz,21,1,completed,Programming,Intermediate
245,Lang404,exercise,45,4,completed,Science,Advanced
59,Prog202,article,55,5,completed,Programming,Advanced
325,Math101,article,51,3,incomplete,Programming,Advanced
161,Sci303,article,3,4,completed,Programming,Intermediate
497,Prog202,exercise,12,4,completed,Science,Intermediate
179,Sci303,video,51,5,completed,Programming,Beginner
206,Sci303,article,40,2,completed,Programming,Advanced
12,Math101,video,46,2,completed,Math,Beginner
490,Sci303,video,54,5,completed,Math,Intermediate
276,Prog202,quiz,41,2,completed,Math,Beginner
181,Sci303,exercise,25,1,completed,Science,Advanced
242,Lang404,article,56,5,incomplete,Languages,Beginner
216,Sci303,video,17,3,completed,Languages,Beginner
251,Math101,exercise,38,3,completed,Programming,Intermediate
299,Prog202,exercise,36,3,completed,Languages,Intermediate
126,Math101,article,36,4,completed,Programming,Intermediate
482,Lang404,quiz,19,5,completed,Math,Intermediate
217,Sci303,quiz,44,5,completed,Programming,Advanced
306,Math101,video,57,2,completed,Science,Advanced
285,Math101,quiz,2,5,completed,Languages,Beginner
185,Math101,quiz,17,5,incomplete,Programming,Advanced
39,Math101,quiz,30,2,incomplete,Math,Beginner
223,Lang404,exercise,47,5,completed,Science,Intermediate
184,Lang404,article,10,5,incomplete,Programming,Beginner
495,Sci303,exercise,35,1,incomplete,Programming,Beginner
427,Sci303,exercise,52,2,incomplete,Programming,Advanced
178,Prog202,article,36,1,completed,Science,Beginner
407,Lang404,exercise,54,4,incomplete,Programming,Advanced
428,Math101,video,33,2,completed,Math,Beginner
294,Math101,video,1,5,completed,Math,Advanced
340,Prog202,exercise,18,5,incomplete,Math,Intermediate
151,Math101,quiz,4,1,incomplete,Math,Advanced
384,Prog202,exercise,55,1,completed,Science,Intermediate
126,Sci303,quiz,54,4,incomplete,Math,Advanced
301,Lang404,exercise,47,4,completed,Math,Intermediate
308,Prog202,video,27,5,completed,Languages,Intermediate
336,Math101,quiz,25,3,completed,Math,Advanced
434,Prog202,video,55,4,incomplete,Science,Intermediate
234,Sci303,exercise,28,5,incomplete,Languages,Beginner
380,Math101,article,53,4,incomplete,Languages,Beginner
375,Sci303,quiz,22,2,completed,Science,Intermediate
8,Sci303,quiz,42,1,completed,Languages,Intermediate
498,Prog202,exercise,25,5,completed,Programming,Intermediate
341,Sci303,exercise,17,4,completed,Math,Advanced
129,Math101,quiz,59,1,completed,Programming,Beginner
264,Sci303,article,57,3,completed,Science,Intermediate
157,Sci303,exercise,54,4,completed,Programming,Intermediate
352,Prog202,exercise,44,5,incomplete,Science,Advanced
358,Sci303,exercise,52,2,completed,Programming,Beginner
5,Lang404,article,12,1,incomplete,Math,Intermediate
495,Prog202,quiz,16,1,completed,Science,Beginner
86,Prog202,video,37,2,completed,Science,Advanced
175,Math101,exercise,16,5,completed,Science,Beginner
290,Math101,article,17,3,completed,Languages,Intermediate
193,Math101,quiz,55,2,completed,Math,Intermediate
311,Math101,quiz,31,3,completed,Languages,Beginner
119,Lang404,article,15,5,incomplete,Languages,Advanced
218,Prog202,exercise,13,4,incomplete,Math,Advanced
427,Sci303,video,40,4,completed,Science,Advanced
458,Math101,exercise,27,5,completed,Languages,Advanced
414,Math101,quiz,21,3,incomplete,Languages,Intermediate
114,Math101,video,2,2,incomplete,Science,Beginner
466,Sci303,exercise,8,5,completed,Math,Intermediate
145,Math101,video,42,5,incomplete,Math,Beginner
26,Sci303,article,7,4,completed,Math,Beginner
136,Prog202,exercise,10,2,completed,Languages,Advanced
303,Prog202,quiz,57,4,completed,Math,Advanced
232,Prog202,quiz,4,3,completed,Math,Beginner
369,Lang404,video,43,3,completed,Languages,Beginner
76,Sci303,article,41,1,completed,Math,Beginner
475,Math101,exercise,36,5,incomplete,Programming,Intermediate
328,Math101,article,35,2,completed,Math,Beginner
345,Math101,article,43,2,completed,Math,Intermediate
302,Math101,video,3,4,completed,Science,Beginner
452,Lang404,video,58,4,completed,Languages,Advanced
289,Math101,exercise,18,2,completed,Science,Beginner
1,Lang404,quiz,58,4,incomplete,Programming,Beginner
147,Sci303,exercise,51,1,incomplete,Math,Intermediate
287,Prog202,article,46,5,completed,Science,Beginner
464,Math101,video,56,1,completed,Science,Intermediate
142,Prog202,article,43,3,incomplete,Programming,Intermediate
53,Sci303,video,24,2,completed,Math,Advanced
304,Sci303,quiz,32,1,completed,Science,Advanced
69,Math101,article,34,1,completed,Math,Advanced
361,Sci303,video,59,4,incomplete,Programming,Advanced
90,Prog202,exercise,2,4,completed,Programming,Intermediate
446,Math101,exercise,2,4,incomplete,Math,Beginner
220,Lang404,exercise,10,3,completed,Programming,Intermediate
450,Math101,article,23,1,completed,Languages,Advanced
498,Prog202,video,15,5,completed,Science,Beginner
192,Math101,video,54,4,completed,Languages,Intermediate
454,Math101,video,12,3,completed,Languages,Beginner
63,Prog202,article,43,3,completed,Programming,Intermediate
73,Math101,video,17,4,completed,Programming,Beginner
161,Math101,quiz,18,2,completed,Math,Beginner
169,Prog202,article,14,1,incomplete,Languages,Advanced
89,Sci303,quiz,17,4,incomplete,Science,Advanced
176,Prog202,quiz,15,5,incomplete,Math,Beginner
269,Math101,exercise,12,1,incomplete,Math,Beginner
73,Lang404,article,59,3,completed,Math,Advanced
245,Lang404,video,16,5,completed,Programming,Intermediate
77,Prog202,quiz,32,1,incomplete,Programming,Beginner
159,Lang404,article,23,5,completed,Math,Intermediate
489,Math101,video,38,3,completed,Programming,Advanced
459,Math101,exercise,34,4,incomplete,Programming,Beginner
324,Prog202,article,34,5,completed,Math,Intermediate
98,Math101,article,16,4,incomplete,Science,Advanced
381,Sci303,article,34,3,completed,Science,Beginner
102,Math101,video,40,3,completed,Programming,Intermediate
494,Prog202,quiz,7,5,incomplete,Science,Beginner
132,Sci303,quiz,33,5,completed,Science,Intermediate
102,Sci303,article,4,3,incomplete,Programming,Intermediate
19,Lang404,article,43,5,incomplete,Science,Beginner
454,Math101,video,52,5,completed,Programming,Advanced
482,Prog202,exercise,7,5,completed,Languages,Beginner
82,Lang404,article,18,5,completed,Math,Advanced
397,Lang404,article,4,1,completed,Science,Intermediate
489,Math101,exercise,49,3,incomplete,Math,Intermediate
279,Math101,article,11,3,completed,Math,Intermediate
339,Prog202,quiz,43,2,completed,Programming,Advanced
365,Lang404,article,20,4,completed,Science,Intermediate
331,Prog202,quiz,11,2,completed,Science,Beginner
129,Lang404,video,15,5,incomplete,Languages,Intermediate
344,Lang404,video,46,5,completed,Science,Advanced
310,Lang404,quiz,17,1,completed,Science,Advanced
455,Math101,quiz,34,1,completed,Programming,Beginner
89,Lang404,exercise,50,1,incomplete,Math,Beginner
213,Lang404,quiz,48,1,incomplete,Languages,Advanced
143,Lang404,quiz,12,1,incomplete,Science,Advanced
65,Sci303,article,42,1,completed,Science,Beginner
76,Math101,exercise,28,1,completed,Languages,Beginner
199,Sci303,quiz,48,1,incomplete,Programming,Beginner
143,Math101,quiz,35,1,incomplete,Science,Beginner
405,Prog202,quiz,8,3,completed,Science,Advanced
403,Sci303,article,27,1,incomplete,Languages,Intermediate
316,Prog202,article,22,4,incomplete,Math,Advanced
93,Lang404,article,54,1,completed,Science,Beginner
473,Prog202,video,57,5,completed,Science,Advanced
417,Prog202,article,24,5,completed,Math,Beginner
305,Prog202,quiz,2,1,incomplete,Science,Advanced
224,Prog202,article,31,1,completed,Math,Beginner
497,Math101,article,22,5,incomplete,Programming,Beginner
291,Sci303,exercise,1,4,completed,Math,Advanced
428,Math101,quiz,14,2,completed,Math,Beginner
102,Math101,article,25,3,completed,Science,Intermediate
474,Math101,video,36,5,incomplete,Science,Beginner
267,Prog202,exercise,36,1,completed,Languages,Beginner
355,Math101,article,41,3,completed,Science,Beginner
456,Sci303,exercise,3,1,incomplete,Science,Intermediate
110,Math101,exercise,5,2,completed,Math,Advanced
462,Lang404,video,1,2,incomplete,Programming,Intermediate
330,Prog202,video,54,5,completed,Science,Intermediate
450,Lang404,video,19,3,completed,Math,Intermediate
430,Sci303,quiz,33,3,completed,Languages,Advanced
265,Sci303,exercise,42,2,incomplete,Languages,Beginner
3,Sci303,article,54,1,completed,Programming,Intermediate
85,Sci303,video,30,5,incomplete,Programming,Beginner
282,Math101,video,12,4,completed,Programming,Intermediate
328,Prog202,exercise,10,2,completed,Math,Intermediate
304,Sci303,exercise,34,2,completed,Science,Intermediate
450,Lang404,exercise,16,5,incomplete,Math,Intermediate
454,Sci303,article,40,1,completed,Languages,Intermediate
412,Prog202,quiz,46,3,completed,Languages,Intermediate
117,Lang404,quiz,29,2,incomplete,Science,Advanced
221,Lang404,video,15,5,completed,Programming,Beginner
154,Lang404,quiz,48,5,completed,Languages,Beginner
153,Math101,article,11,5,completed,Programming,Advanced
12,Sci303,quiz,44,3,completed,Math,Intermediate
133,Math101,article,34,2,completed,Programming,Advanced
482,Lang404,video,36,5,incomplete,Math,Advanced
304,Math101,exercise,30,3,completed,Science,Advanced
293,Math101,article,35,1,completed,Programming,Beginner
463,Math101,exercise,9,4,incomplete,Science,Advanced
300,Sci303,video,18,2,completed,Programming,Intermediate
228,Lang404,article,19,3,incomplete,Languages,Advanced
271,Lang404,article,39,4,completed,Science,Beginner
43,Sci303,quiz,4,4,completed,Programming,Beginner
432,Math101,article,6,3,completed,Science,Intermediate
343,Math101,video,51,3,completed,Programming,Advanced
326,Prog202,exercise,33,3,completed,Math,Intermediate
302,Prog202,article,32,5,completed,Science,Advanced
498,Prog202,video,16,1,completed,Languages,Intermediate
364,Sci303,video,11,5,completed,Science,Intermediate
379,Lang404,article,22,4,completed,Math,Intermediate
427,Prog202,quiz,36,4,completed,Math,Beginner
493,Lang404,article,50,4,completed,Languages,Beginner
21,Lang404,article,23,3,completed,Math,Advanced
407,Lang404,quiz,26,2,completed,Languages,Beginner
107,Sci303,video,31,5,incomplete,Programming,Intermediate
336,Sci303,article,29,2,completed,Math,Beginner
303,Sci303,quiz,5,1,completed,Programming,Beginner
117,Sci303,exercise,54,1,completed,Programming,Advanced
124,Prog202,exercise,38,5,completed,Math,Intermediate
399,Math101,quiz,25,4,incomplete,Languages,Beginner
281,Math101,video,34,1,completed,Languages,Beginner
292,Math101,quiz,12,2,completed,Languages,Advanced
203,Prog202,video,22,2,completed,Math,Advanced
51,Math101,exercise,9,3,incomplete,Programming,Intermediate
271,Prog202,article,20,4,incomplete,Science,Advanced
324,Prog202,quiz,29,3,completed,Science,Intermediate
277,Prog202,exercise,44,5,completed,Math,Intermediate
141,Math101,article,29,1,incomplete,Science,Beginner
470,Lang404,exercise,45,3,completed,Programming,Beginner
275,Math101,quiz,27,3,completed,Science,Beginner
290,Math101,quiz,54,5,incomplete,Languages,Beginner
334,Sci303,article,55,2,completed,Programming,Beginner
381,Prog202,quiz,17,2,completed,Math,Intermediate
452,Lang404,exercise,5,5,completed,Math,Beginner
496,Sci303,article,52,2,incomplete,Languages,Beginner
373,Lang404,article,45,5,completed,Science,Beginner
52,Lang404,exercise,13,2,incomplete,Math,Intermediate
494,Prog202,video,42,5,completed,Math,Advanced
27,Math101,article,15,2,incomplete,Programming,Advanced
157,Prog202,video,15,3,incomplete,Programming,Beginner
239,Prog202,exercise,18,3,completed,Programming,Advanced
156,Sci303,exercise,50,2,completed,Programming,Intermediate
291,Prog202,article,2,5,completed,Math,Beginner
136,Math101,quiz,23,3,completed,Programming,Intermediate
144,Lang404,article,43,1,completed,Languages,Intermediate
106,Prog202,quiz,13,2,incomplete,Languages,Beginner
420,Lang404,video,43,1,completed,Programming,Intermediate
158,Prog202,quiz,4,1,completed,Programming,Beginner
146,Lang404,article,47,4,completed,Science,Intermediate
2,Prog202,quiz,54,1,completed,Programming,Advanced
433,Sci303,exercise,55,1,completed,Math,Advanced
77,Lang404,video,25,4,incomplete,Languages,Advanced
132,Prog202,exercise,11,4,completed,Languages,Intermediate
90,Prog202,exercise,50,4,incomplete,Math,Beginner
345,Sci303,exercise,48,5,incomplete,Programming,Advanced
350,Sci303,exercise,42,4,incomplete,Science,Beginner
459,Sci303,quiz,12,5,completed,Languages,Advanced
263,Lang404,exercise,13,2,completed,Science,Advanced
351,Lang404,quiz,9,5,completed,Languages,Intermediate
108,Sci303,exercise,59,2,completed,Science,Advanced
74,Math101,article,53,4,incomplete,Languages,Beginner
39,Math101,exercise,45,4,completed,Science,Beginner
397,Prog202,article,38,2,completed,Programming,Advanced
159,Math101,quiz,6,3,completed,Programming,Beginner
71,Prog202,video,43,5,completed,Math,Beginner
447,Lang404,quiz,51,1,completed,Math,Beginner
312,Lang404,video,59,4,completed,Science,Beginner
241,Math101,video,43,5,incomplete,Science,Beginner
426,Lang404,exercise,10,5,completed,Languages,Advanced
445,Sci303,video,23,4,completed,Math,Beginner
298,Sci303,quiz,15,2,completed,Math,Beginner
440,Math101,exercise,45,4,completed,Languages,Advanced
36,Math101,video,23,5,completed,Science,Intermediate
84,Prog202,quiz,40,3,incomplete,Math,Beginner
452,Lang404,video,37,2,completed,Science,Intermediate
374,Prog202,video,34,4,completed,Programming,Intermediate
263,Prog202,exercise,16,1,incomplete,Science,Advanced
310,Sci303,exercise,45,4,incomplete,Programming,Intermediate
385,Sci303,quiz,51,5,completed,Programming,Intermediate
172,Sci303,exercise,41,5,completed,Languages,Intermediate
376,Sci303,exercise,47,1,incomplete,Languages,Advanced
173,Prog202,article,32,2,completed,Programming,Beginner
362,Sci303,article,38,5,completed,Languages,Advanced
47,Lang404,quiz,40,2,completed,Math,Advanced
379,Sci303,exercise,56,2,completed,Math,Advanced
141,Sci303,quiz,46,4,completed,Science,Beginner
375,Sci303,article,5,2,completed,Programming,Intermediate
406,Math101,article,17,5,completed,Science,Beginner
118,Lang404,article,22,5,incomplete,Programming,Intermediate
277,Lang404,quiz,39,3,completed,Programming,Beginner
214,Prog202,exercise,41,2,completed,Science,Advanced
220,Prog202,video,48,3,completed,Science,Advanced
393,Sci303,exercise,18,4,incomplete,Science,Intermediate
26,Math101,quiz,28,3,completed,Science,Advanced
9,Prog202,article,13,2,incomplete,Math,Advanced
271,Prog202,video,50,5,completed,Programming,Beginner
10,Sci303,quiz,42,4,completed,Languages,Intermediate
472,Sci303,article,1,2,incomplete,Programming,Beginner
378,Prog202,quiz,53,4,incomplete,Math,Beginner
121,Prog202,video,50,1,completed,Programming,Advanced
125,Lang404,article,19,2,completed,Math,Beginner
170,Math101,exercise,34,1,completed,Programming,Intermediate
72,Lang404,quiz,59,3,completed,Math,Advanced
152,Prog202,video,4,2,completed,Languages,Intermediate
208,Lang404,exercise,43,1,completed,Languages,Intermediate
49,Lang404,video,3,5,incomplete,Languages,Intermediate
154,Prog202,quiz,41,3,incomplete,Languages,Intermediate
347,Sci303,video,10,2,completed,Math,Beginner
293,Prog202,article,28,2,completed,Programming,Advanced
68,Sci303,video,34,5,incomplete,Languages,Beginner
50,Prog202,quiz,39,5,completed,Languages,Advanced
152,Prog202,article,47,1,completed,Programming,Beginner
19,Prog202,video,59,1,completed,Programming,Advanced
100,Math101,video,19,1,completed,Science,Intermediate
60,Sci303,article,42,4,completed,Programming,Intermediate
167,Math101,exercise,56,3,incomplete,Programming,Beginner
202,Prog202,exercise,52,2,completed,Programming,Beginner
345,Lang404,article,46,3,completed,Science,Intermediate
146,Math101,video,36,5,completed,Programming,Beginner
403,Sci303,exercise,57,3,incomplete,Math,Beginner
164,Prog202,article,43,3,incomplete,Languages,Advanced
458,Math101,quiz,3,1,completed,Math,Advanced
481,Lang404,video,23,5,incomplete,Science,Advanced
439,Math101,quiz,17,3,completed,Science,Beginner
242,Sci303,video,7,2,completed,Science,Intermediate
69,Math101,exercise,26,1,completed,Science,Intermediate
175,Lang404,quiz,43,3,completed,Science,Intermediate
49,Lang404,quiz,18,5,completed,Languages,Intermediate
483,Sci303,article,46,2,completed,Programming,Advanced
108,Lang404,exercise,46,5,completed,Math,Advanced
